1818	 	 0.472168	 0.009033	 0.887573	 7.621952	 0.121951	 1.768293	
1819	 	 0.472168	 0.009033	 0.887573	 7.621952	 0.121951	 1.768293	
1820	 	 0.472412	 0.009155	 0.888062	 7.621952	 0.121951	 1.768293	
1821	 	 0.472412	 0.009155	 0.888062	 7.621952	 0.121951	 1.768293	
1822	 	 0.472534	 0.009033	 0.888184	 7.621952	 0.121951	 1.768293	
1823	 	 0.472534	 0.009033	 0.888184	 7.621952	 0.121951	 1.768293	
1824	 	 0.472656	 0.008545	 0.888672	 7.621952	 0.121951	 1.768293	
1825	 	 0.472656	 0.008545	 0.888672	 7.621952	 0.121951	 1.768293	
1826	 	 0.472900	 0.008301	 0.889038	 7.621952	 0.121951	 1.768293	
1827	 	 0.472900	 0.008301	 0.889038	 7.621952	 0.121951	 1.768293	
1828	 	 0.472534	 0.007690	 0.889038	 7.621952	 0.121951	 1.707317	
1829	 	 0.472534	 0.007690	 0.889038	 7.621952	 0.121951	 1.707317	
1830	 	 0.472656	 0.007324	 0.889160	 7.621952	 0.121951	 1.707317	
1831	 	 0.472656	 0.007324	 0.889160	 7.621952	 0.121951	 1.707317	
1832	 	 0.472534	 0.007202	 0.888916	 7.682927	 0.121951	 1.585366	
1833	 	 0.472534	 0.007202	 0.888916	 7.682927	 0.121951	 1.585366	
1834	 	 0.472290	 0.007324	 0.888916	 7.682927	 0.182927	 1.524390	
1835	 	 0.472290	 0.007324	 0.888916	 7.682927	 0.182927	 1.524390	
1836	 	 0.471924	 0.008057	 0.888794	 7.743903	 0.243902	 1.402439	
1837	 	 0.471924	 0.008057	 0.888794	 7.743903	 0.243902	 1.402439	
1838	 	 0.470947	 0.009277	 0.888550	 7.743903	 0.243902	 1.341463	
1839	 	 0.470947	 0.009277	 0.888550	 7.743903	 0.243902	 1.341463	
1840	 	 0.470703	 0.010498	 0.888672	 7.804878	 0.243902	 1.219512	
1841	 	 0.470703	 0.010498	 0.888672	 7.804878	 0.243902	 1.219512	
1842	 	 0.469849	 0.010864	 0.888428	 7.804878	 0.182927	 1.219512	
1843	 	 0.469849	 0.010864	 0.888428	 7.804878	 0.182927	 1.219512	
1844	 	 0.470337	 0.010742	 0.888184	 7.804878	 0.182927	 1.280488	
