5992	5	0.311646	0.267822	0.904419	10.243902	4.085366	-1.768293	-489.440002	3112.360107	-249.320007	0	0	0
5993	5	0.312378	0.267822	0.903687	10.182927	4.146341	-1.95122	-488.52002	3105.920166	-249.320007	0	0	0
5994	5	0.317383	0.265625	0.903442	9.939025	4.207317	-2.439024	-488.52002	3105.920166	-249.320007	0	0	0
5995	5	0.318604	0.265137	0.903442	9.939025	4.268293	-2.621951	-489.440002	3092.120117	-250.240005	0	0	0
5996	5	0.319946	0.261353	0.903564	9.817074	4.329268	-3.109756	-489.440002	3085.680176	-251.160004	0	0	0
5997	5	0.320923	0.258911	0.903809	9.817074	4.390244	-3.47561	-489.440002	3085.680176	-251.160004	0	0	0
5998	5	0.323486	0.251953	0.906128	9.817074	4.512195	-4.207317	-490.360016	3079.23999	-251.160004	0	0	0
5999	5	0.324219	0.250366	0.906738	9.817074	4.573171	-4.45122	-490.360016	3079.23999	-251.160004	0	0	0
6000	5	0.323242	0.24585	0.908569	9.878049	4.817073	-5.182927	-491.279999	3079.23999	-251.160004	0	0	0
6001	5	0.32312	0.244751	0.909058	9.939025	4.878049	-5.365854	-490.360016	3079.23999	-251.160004	0	0	0
6002	5	0.32251	0.243408	0.910889	10.121951	5.243903	-6.097561	-491.279999	3079.23999	-250.240005	0	0	0
6003	5	0.32251	0.243164	0.911499	10.182927	5.304878	-6.219512	-491.279999	3079.23999	-249.320007	0	0	0
6004	5	0.319824	0.248779	0.913208	10.426829	5.670732	-6.707317	-491.279999	3079.23999	-249.320007	0	0	0
6005	5	0.31958	0.249512	0.913452	10.487805	5.731708	-6.768293	-491.279999	3072.800049	-248.400009	0	0	0
6006	5	0.317017	0.259766	0.914429	10.609756	6.097561	-6.95122	-491.279999	3072.800049	-247.480011	0	0	0
6007	5	0.31665	0.260986	0.914551	10.670732	6.158537	-7.012195	-490.360016	3065.439941	-247.480011	0	0	0
6008	5	0.313599	0.271484	0.916016	10.670732	6.402439	-6.95122	-490.360016	3065.439941	-247.480011	0	0	0
6009	5	0.313354	0.272705	0.91626	10.670732	6.463415	-6.95122	-490.360016	3059	-246.559998	0	0	0
6010	5	0.310181	0.282104	0.917725	10.426829	6.829268	-6.463415	-490.360016	3059	-246.559998	0	0	0
6011	5	0.310181	0.282104	0.917725	10.426829	6.829268	-6.463415	-490.360016	3052.560059	-247.480011	0	0	0
6012	5	0.306519	0.283936	0.918457	10.121951	7.012195	-5.853659	-490.360016	3046.120117	-247.480011	0	0	0
6013	5	0.305054	0.28479	0.918823	10	7.134147	-5.609756	-491.279999	3039.680176	-248.400009	0	0	0
6014	5	0.300293	0.280151	0.921997	9.512196	7.439024	-4.573171	-491.279999	3032.320068	-248.400009	0	0	0
6015	5	0.300293	0.280151	0.921997	9.512196	7.439024	-4.573171	-491.279999	3025.880127	-248.400009	0	0	0
6016	5	0.297974	0.27002	0.922241	9.085366	7.743903	-3.414634	-491.279999	3025.880127	-248.400009	0	0	0
6017	5	0.297974	0.27002	0.922241	9.085366	7.743903	-3.414634	-491.279999	3025.880127	-247.480011	0	0	0
6018	5	0.287109	0.257568	0.925171	8.841464	7.804878	-2.256098	-491.279999	3019.439941	-248.400009	0	0	0
6019	5	0.287109	0.257568	0.925171	8.841464	7.804878	-2.256098	-492.200012	3019.439941	-248.400009	0	0	0
6020	5	0.279785	0.249146	0.92334	8.780488	7.5	-1.097561	-492.200012	3013	-247.480011	0	0	0
6021	5	0.279785	0.249146	0.92334	8.780488	7.5	-1.097561	-491.279999	3013	-247.480011	0	0	0
