1818.000000	0.472168	0.009033	0.887573	7.621952	0.121951	1.768293	464.600006	3404.000000	-50.600002	0.000000	0.000000	0.000000
1819.000000	0.472168	0.009033	0.887573	7.621952	0.121951	1.768293	463.680023	3396.640137	-51.520000	0.000000	0.000000	0.000000
1820.000000	0.472412	0.009155	0.888062	7.621952	0.121951	1.768293	463.680023	3396.640137	-51.520000	0.000000	0.000000	0.000000
1821.000000	0.472412	0.009155	0.888062	7.621952	0.121951	1.768293	463.680023	3390.199951	-51.520000	0.000000	0.000000	0.000000
1822.000000	0.472534	0.009033	0.888184	7.621952	0.121951	1.768293	464.600006	3390.199951	-52.440002	0.000000	0.000000	0.000000
1823.000000	0.472534	0.009033	0.888184	7.621952	0.121951	1.768293	464.600006	3396.640137	-52.440002	0.000000	0.000000	0.000000
1824.000000	0.472656	0.008545	0.888672	7.621952	0.121951	1.768293	465.520020	3396.640137	-52.440002	0.000000	0.000000	0.000000
1825.000000	0.472656	0.008545	0.888672	7.621952	0.121951	1.768293	465.520020	3396.640137	-53.360001	0.000000	0.000000	0.000000
1826.000000	0.472900	0.008301	0.889038	7.621952	0.121951	1.768293	465.520020	3396.640137	-53.360001	0.000000	0.000000	0.000000
1827.000000	0.472900	0.008301	0.889038	7.621952	0.121951	1.768293	465.520020	3396.640137	-53.360001	0.000000	0.000000	0.000000
1828.000000	0.472534	0.007690	0.889038	7.621952	0.121951	1.707317	466.440002	3396.640137	-53.360001	0.000000	0.000000	0.000000
1829.000000	0.472534	0.007690	0.889038	7.621952	0.121951	1.707317	466.440002	3396.640137	-53.360001	0.000000	0.000000	0.000000
1830.000000	0.472656	0.007324	0.889160	7.621952	0.121951	1.707317	465.520020	3404.000000	-52.440002	0.000000	0.000000	0.000000
1831.000000	0.472656	0.007324	0.889160	7.621952	0.121951	1.707317	465.520020	3404.000000	-52.440002	0.000000	0.000000	0.000000
1832.000000	0.472534	0.007202	0.888916	7.682927	0.121951	1.585366	465.520020	3410.439941	-52.440002	0.000000	0.000000	0.000000
1833.000000	0.472534	0.007202	0.888916	7.682927	0.121951	1.585366	465.520020	3410.439941	-51.520000	0.000000	0.000000	0.000000
1834.000000	0.472290	0.007324	0.888916	7.682927	0.182927	1.524390	465.520020	3410.439941	-51.520000	0.000000	0.000000	0.000000
1835.000000	0.472290	0.007324	0.888916	7.682927	0.182927	1.524390	465.520020	3416.880127	-51.520000	0.000000	0.000000	0.000000
1836.000000	0.471924	0.008057	0.888794	7.743903	0.243902	1.402439	465.520020	3416.880127	-51.520000	0.000000	0.000000	0.000000
1837.000000	0.471924	0.008057	0.888794	7.743903	0.243902	1.402439	465.520020	3416.880127	-51.520000	0.000000	0.000000	0.000000
1838.000000	0.470947	0.009277	0.888550	7.743903	0.243902	1.341463	465.520020	3416.880127	-50.600002	0.000000	0.000000	0.000000
1839.000000	0.470947	0.009277	0.888550	7.743903	0.243902	1.341463	466.440002	3416.880127	-51.520000	0.000000	0.000000	0.000000
1840.000000	0.470703	0.010498	0.888672	7.804878	0.243902	1.219512	466.440002	3410.439941	-51.520000	0.000000	0.000000	0.000000
1841.000000	0.470703	0.010498	0.888672	7.804878	0.243902	1.219512	466.440002	3410.439941	-52.440002	0.000000	0.000000	0.000000
1842.000000	0.469849	0.010864	0.888428	7.804878	0.182927	1.219512	466.440002	3410.439941	-52.440002	0.000000	0.000000	0.000000
1843.000000	0.469849	0.010864	0.888428	7.804878	0.182927	1.219512	466.440002	3410.439941	-52.440002	0.000000	0.000000	0.000000
1844.000000	0.470337	0.010742	0.888184	7.804878	0.182927	1.280488	466.440002	3410.439941	-52.440002	0.000000	0.000000	0.000000
1845.000000	0.470337	0.010742	0.888184	7.804878	0.182927	1.280488	466.440002	3404.000000	-52.440002	0.000000	0.000000	0.000000
1846.000000	0.470581	0.009521	0.888306	7.804878	0.121951	1.341463	466.440002	3404.000000	-52.440002	0.000000	0.000000	0.000000
1847.000000	0.470581	0.009521	0.888306	7.804878	0.121951	1.341463	466.440002	3404.000000	-53.360001	0.000000	0.000000	0.000000
